offer_accepted,mailer_type,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,Postcard,777.50,6,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1100.00,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,989.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1178.25,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,715.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1294.50,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,927.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1053.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,995.00,4,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,656.75,4,3,1,No,1,High,Medium,"Medium High Target"
No,Postcard,910.00,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1014.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,947.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
Yes,Postcard,895.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,870.50,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1158.00,1,3,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,781.00,4,3,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,955.25,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1173.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1178.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1211.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1151.75,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1058.50,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1090.50,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,870.75,3,3,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1020.75,6,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1404.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1425.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1112.25,3,3,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,935.50,3,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,1079.50,2,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,893.00,3,3,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1226.75,3,3,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,901.00,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,643.75,4,2,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1181.75,3,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,866.25,4,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1068.00,3,1,2,Yes,2,High,Medium,"Medium High Target"
No,Letter,1134.00,4,3,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,772.50,4,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,834.75,4,2,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,679.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,803.00,2,3,3,Yes,1,High,Medium,"Medium High Target"
No,Letter,1270.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,999.75,6,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1050.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,954.25,5,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1108.75,4,3,2,Yes,2,High,Medium,"Medium High Target"
No,Postcard,807.00,5,1,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1102.50,2,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,810.25,3,3,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,977.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1388.25,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1106.50,3,3,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,771.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1133.75,4,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,932.25,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1171.75,5,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1072.75,1,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,746.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1387.00,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1318.00,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1102.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,985.00,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1576.75,2,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1044.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1158.50,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1004.25,3,1,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,1064.00,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1274.00,3,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,866.00,3,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,971.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,894.25,6,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1083.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1039.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1227.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1074.50,4,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,1131.75,2,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1221.00,4,3,2,No,1,High,Medium,"Medium High Target"
No,Letter,1082.25,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1179.75,4,4,1,No,2,Medium,High,"Medium High Target"
No,Letter,980.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,793.25,1,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,885.25,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1726.00,1,1,1,Yes,2,Medium,Medium,"Medium High Target"
No,Postcard,901.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1191.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,961.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,803.25,1,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1146.75,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,778.25,5,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1288.50,1,2,3,No,1,Medium,High,"Medium High Target"
No,Letter,1140.75,4,3,1,No,3,High,Medium,"Medium High Target"
No,Postcard,1024.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,974.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1056.75,4,3,3,Yes,1,Medium,High,"Medium High Target"
No,Letter,1265.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,875.50,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1151.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1252.25,2,3,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1076.25,3,4,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1066.50,2,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1032.25,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1148.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,642.00,3,1,1,No,2,High,Medium,"Medium High Target"
No,Letter,748.50,2,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,831.00,5,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1844.75,3,2,1,Yes,1,Medium,Medium,"Medium High Target"
No,Postcard,941.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1068.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1065.25,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1781.50,4,1,1,Yes,1,Medium,Medium,"Medium High Target"
No,Postcard,1238.25,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1083.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,921.00,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1079.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1026.00,4,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1083.00,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,1010.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,708.25,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,749.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,880.25,3,4,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1004.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1309.25,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,807.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1284.00,4,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1165.00,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1270.50,1,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1055.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1063.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1250.75,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,983.50,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,728.75,6,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1273.00,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1132.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1285.50,6,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1206.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,837.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1196.00,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1057.50,5,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1119.25,3,4,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1282.00,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,888.50,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1150.75,5,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1023.75,2,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1104.50,5,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1041.50,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,913.00,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,723.75,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1129.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1010.50,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1076.50,3,3,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,984.50,2,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,972.75,3,1,2,No,1,High,Medium,"Medium High Target"
No,Letter,2437.50,1,1,1,Yes,1,Medium,Medium,"Medium High Target"
No,Letter,1048.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1116.25,2,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,755.25,2,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,937.50,2,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,671.50,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1257.25,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1209.75,5,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1218.50,6,2,1,No,1,High,Medium,"Medium High Target"
Yes,Letter,866.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1169.25,4,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,865.50,4,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1073.75,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1285.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,766.25,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1087.00,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,789.00,3,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1333.00,4,3,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1408.50,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1206.50,1,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1158.50,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1073.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1213.00,6,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,992.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1310.75,6,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,995.75,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,843.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,948.50,3,3,1,No,1,High,Medium,"Medium High Target"
No,Postcard,879.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1259.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1275.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,997.00,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1037.00,5,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1208.50,4,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1054.75,4,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1012.25,4,3,1,No,3,Medium,High,"Medium High Target"
No,Postcard,1116.75,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1112.25,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1294.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1330.75,3,2,2,No,1,High,Medium,"Medium High Target"
No,Postcard,713.00,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1243.50,2,3,1,Yes,1,High,Medium,"Medium High Target"
Yes,Postcard,1052.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,798.00,4,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1243.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1223.50,5,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1232.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1224.25,6,2,2,No,2,Medium,High,"Medium High Target"
No,Letter,1016.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1077.50,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1034.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1147.50,3,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1051.25,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,671.50,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1202.75,2,1,1,No,2,High,Medium,"Medium High Target"
No,Postcard,983.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1068.00,4,1,2,No,1,High,Medium,"Medium High Target"
No,Letter,1296.00,2,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1199.75,6,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,907.75,5,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,643.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,838.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1012.75,4,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1305.25,5,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1006.75,5,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1060.25,2,3,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1015.25,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1168.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1349.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1140.25,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1234.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1231.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,666.25,4,3,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1024.50,3,2,2,No,1,Medium,High,"Medium High Target"
Yes,Postcard,1114.25,2,3,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1379.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,939.00,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,846.50,1,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1208.25,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1127.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1083.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1201.50,4,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1442.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,847.25,3,1,1,No,2,High,Medium,"Medium High Target"
No,Letter,1103.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1048.25,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1388.50,4,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,711.00,3,3,3,Yes,2,Medium,High,"Medium High Target"
No,Postcard,845.25,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1197.00,4,3,2,Yes,2,High,Medium,"Medium High Target"
No,Letter,1037.75,1,2,2,No,2,Medium,High,"Medium High Target"
No,Postcard,1282.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,587.00,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,950.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,955.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1195.00,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1206.75,3,1,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,825.25,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1187.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,871.50,4,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1080.00,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1083.50,2,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1042.75,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1322.00,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,840.00,5,1,2,No,1,High,Medium,"Medium High Target"
No,Letter,1193.00,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1711.75,1,2,1,No,1,Medium,Medium,"Medium High Target"
No,Postcard,1013.00,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1030.75,4,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1335.25,4,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1117.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,733.75,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1143.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,996.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1014.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1170.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,962.50,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,924.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,986.25,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1209.00,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1100.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
Yes,Postcard,1054.50,3,3,1,No,2,Medium,High,"Medium High Target"
No,Postcard,777.50,3,1,1,No,1,High,Medium,"Medium High Target"
Yes,Postcard,1801.75,4,1,1,No,1,Medium,Medium,"Medium High Target"
No,Postcard,1136.50,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1268.25,6,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1750.00,3,2,1,Yes,2,Medium,Medium,"Medium High Target"
No,Letter,1342.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1402.00,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1221.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1255.50,5,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1162.75,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1067.50,3,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,656.25,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1179.50,4,3,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1033.75,4,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,1079.00,2,2,3,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1231.25,1,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,952.00,3,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,835.50,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1148.75,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1143.00,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,771.75,5,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1115.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1332.75,2,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,644.50,4,3,3,Yes,1,High,Medium,"Medium High Target"
No,Letter,674.50,6,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1119.50,3,3,2,No,2,High,Medium,"Medium High Target"
No,Letter,1116.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1040.00,4,1,1,No,2,High,Medium,"Medium High Target"
No,Letter,1147.25,4,2,2,Yes,3,Medium,High,"Medium High Target"
No,Letter,1215.25,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,765.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,637.00,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,926.00,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,695.75,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1162.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1094.00,4,1,1,Yes,2,High,Medium,"Medium High Target"
Yes,Letter,1128.50,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1062.50,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,848.25,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1119.75,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1013.25,1,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1086.00,2,4,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1235.25,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1240.25,4,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1202.50,4,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1258.00,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1226.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1069.25,3,1,2,Yes,2,High,Medium,"Medium High Target"
No,Postcard,996.50,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1406.75,5,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,850.75,6,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1025.75,2,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1006.00,5,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1098.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,985.75,6,1,2,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1086.25,4,4,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,961.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1307.50,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,978.25,3,2,1,No,2,High,Medium,"Medium High Target"
No,Letter,1210.25,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1247.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1199.00,1,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1299.75,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1312.75,4,1,2,Yes,2,Medium,High,"Medium High Target"
